title,petitionId,signatureCount,signaturesNeeded,signatureProgress,url,created,deadline,description,isSignable,isPublic
"Stop Wild Horse Round Ups","543401352f2c88584a000000",1154,98846,1.167472634198652,"https://petitions.whitehouse.gov/petition/stop-wild-horse-round-ups/t9VzHh3S",2014-10-07T15:22:10.000Z,2014-11-06T16:22:10.000Z,,false,true
"Encourage timely permanence for children in foster care by enforcing the Adoption and Safe Families Act of 1997.","54315b26ee140fc52b000000",1615,98385,1.641510392844438,"https://petitions.whitehouse.gov/petition/encourage-timely-permanence-children-foster-care-enforcing-adoption-and-safe-families-act-1997/cxBFBpNj",2014-10-05T15:21:17.000Z,2014-11-04T16:21:17.000Z,,false,true
"stop dolphin slaughtering in Japan Taiji","542f02802f2c880b2d000000",481,99519,0.4833247922507259,"https://petitions.whitehouse.gov/petition/stop-dolphin-slaughtering-japan-taiji/x4qdcrCh",2014-10-03T20:13:40.000Z,2014-11-02T21:13:40.000Z,,false,true
"Declassify The 28 Classified Pages Of The 9/11 Commission","542c80f52bcfa3982f000000",320,99680,0.3210272873194221,"https://petitions.whitehouse.gov/petition/declassify-28-classified-pages-911-commission/2VQYlSKN",2014-10-01T22:41:47.000Z,2014-10-31T22:41:47.000Z,,false,true
"Petition to the President of the United States","542c04a92bcfa3c511000003",247,99753,0.2476116006536145,"https://petitions.whitehouse.gov/petition/petition-president-united-states/RNgFTxx7",2014-10-01T14:19:12.000Z,2014-10-31T14:19:12.000Z,,false,true
"Address the imminent threat posed to the American people by the Ebola pandemic","542b6cd52bcfa3dd32000002",790,99210,0.7962906965023686,"https://petitions.whitehouse.gov/petition/address-imminent-threat-posed-american-people-ebola-pandemic/hDg3rVzy",2014-10-01T03:18:23.000Z,2014-10-31T03:18:23.000Z,,false,true
"Ban entry to the US for any individual who has recently visited or holds a visa from an Ebola infected nation","542b2de9eab72a5334000001",1991,98009,2.031446091685457,"https://petitions.whitehouse.gov/petition/ban-entry-us-any-individual-who-has-recently-visited-or-holds-visa-ebola-infected-nation/Pz9ZCYLq",2014-09-30T22:32:35.000Z,2014-10-30T22:32:35.000Z,,false,true
"We petition the Obama Administration to:
support the Withdrawal of human rights prize that EP awarded to Hu Jia in 2008","5428ff276ce61c8936000003",357,99643,0.3582790562307437,"https://petitions.whitehouse.gov/petition/we-petition-obama-administration-support-withdrawal-human-rights-prize-ep-awarded-hu-jia-2008/gyy3tQfg",2014-09-29T07:05:46.000Z,2014-10-29T07:05:46.000Z,,false,true
"Make Halloween a federal holiday as it emphasizes our American heritage and is a family tradition celebrated since 1911","5426a059ee140f6705000004",2129,97871,2.175312401017666,"https://petitions.whitehouse.gov/petition/make-halloween-federal-holiday-it-emphasizes-our-american-heritage-and-family-tradition-celebrated/1MfjjGt8",2014-09-27T11:44:42.000Z,2014-10-27T11:44:42.000Z,,false,true
"Release all of the JFK assassination files NOW and pardon ex-Secret Service agent Abraham Bolden","542414dcee140f9857000002",437,99563,0.4389180719745287,"https://petitions.whitehouse.gov/petition/release-all-jfk-assassination-files-now-and-pardon-ex-secret-service-agent-abraham-bolden/WTYswbnb",2014-09-25T13:15:04.000Z,2014-10-25T13:15:04.000Z,,false,true
"encourage states to use carbon utilization technologies that can reduce and recycle CO2 into valuable products.","54205424ee140fc936000001",351,99649,0.3522363495870505,"https://petitions.whitehouse.gov/petition/encourage-states-use-carbon-utilization-technologies-can-reduce-and-recycle-co2-valuable-products/RMvQcjxd",2014-09-23T01:20:16.000Z,2014-10-23T01:20:16.000Z,,false,true
"Make circumcision illegal for all men, women, and intersex people under age 18.","541de32e2bcfa39131000000",1024,98976,1.034594245069512,"https://petitions.whitehouse.gov/petition/make-circumcision-illegal-all-men-women-and-intersex-people-under-age-18/nNRhr0QC",2014-09-20T20:40:22.000Z,2014-10-20T20:40:22.000Z,,false,true
"HELP MEXICO AFTER ITS MOST RECENT CATASTROPHE ESPECIALLY THOSE U.S. CITIZENS WHO ARE THERE AND  DESPERATELY NEED HELP","541da8e16ce61cc140000000",483,99517,0.4853442125466001,"https://petitions.whitehouse.gov/petition/help-mexico-after-its-most-recent-catastrophe-especially-those-us-citizens-who-are-there-and/Mq15sPK2",2014-09-20T16:29:17.000Z,2014-10-20T16:29:17.000Z,,false,true
"Investigate the petition about request rescued from ongoing murdering:Organ Harvesting,torture,defraud
x","541c361c688938aa05000001",296,99704,0.2968787611329535,"https://petitions.whitehouse.gov/petition/investigate-petition-about-request-rescued-ongoing-murderingorgan-harvestingtorturedefraud/zZP26W5C",2014-09-19T14:52:59.000Z,2014-10-19T14:52:59.000Z,,false,true
"Justice for David Byrant and baby Davier.","5418e1f17043017c38000000",483,99517,0.4853442125466001,"https://petitions.whitehouse.gov/petition/justice-david-byrant-and-baby-davier/K5Yhrcdr",2014-09-17T01:30:33.000Z,2014-10-17T01:30:33.000Z,,false,true
"Remove all copies of the Quran and any Islamic literature or material from the Guantanamo Bay detention camp.","5415c82c2f2c885b35000000",491,99509,0.4934227054839261,"https://petitions.whitehouse.gov/petition/remove-all-copies-quran-and-any-islamic-literature-or-material-guantanamo-bay-detention-camp/FDl64sfd",2014-09-14T17:19:13.000Z,2014-10-14T17:19:13.000Z,,false,true
"Stop Common Core in Mississippi.","54108d022f2c880012000000",781,99219,0.7871476229351233,"https://petitions.whitehouse.gov/petition/stop-common-core-mississippi/Ym2JGC8k",2014-09-10T17:48:14.000Z,2014-10-10T17:48:14.000Z,,false,true
"execute the Leahy Amendment and stop military funding to Egypt and Israel.","540e78852bcfa33207000000",217,99783,0.2174719140534961,"https://petitions.whitehouse.gov/petition/execute-leahy-amendment-and-stop-military-funding-egypt-and-israel/jCpd1vrt",2014-09-09T03:54:24.000Z,2014-10-09T03:54:24.000Z,,false,true
"Declare September 4th as National Joan Rivers Day!","540932072bcfa38827000000",727,99273,0.732323995446899,"https://petitions.whitehouse.gov/petition/declare-september-4th-national-joan-rivers-day/hnTFW35x",2014-09-05T04:24:19.000Z,2014-10-05T04:24:19.000Z,,false,true
"Free Leonard Peltier","540556ba2bcfa3101a000003",6323,93677,6.749789169166391,"https://petitions.whitehouse.gov/petition/free-leonard-peltier/scvGw0Sz",2014-09-02T05:39:05.000Z,2014-10-02T05:39:05.000Z,,false,true
"Nominate Brandon Stanton for the Nobel Peace Prize","5403b450a9a0b1c05f000003",2129,97871,2.175312401017666,"https://petitions.whitehouse.gov/petition/nominate-brandon-stanton-nobel-peace-prize/b6D01fDh",2014-08-31T23:59:30.000Z,2014-09-30T23:59:30.000Z,,false,true
"Time to save the World. Ukraine under attack. STOP PUTIN!","53fe51736889388c52000000",829,99171,0.8359298585271904,"https://petitions.whitehouse.gov/petition/time-save-world-ukraine-under-attack-stop-putin/32lrsrCm",2014-08-27T21:45:52.000Z,2014-09-26T21:45:52.000Z,,false,true
"Annihilate the Islamic State (ISIS)","53fd6f732f2c889923000001",270,99730,0.2707309736287977,"https://petitions.whitehouse.gov/petition/annihilate-islamic-state-isis/nnkVP9T0",2014-08-27T16:05:56.000Z,2014-09-26T16:05:56.000Z,,false,true
"Promote dystonia awareness by recognizing Dystonia Awareness Month in September","53fb9f58a9a0b1377d000004",18723,81277,23.03603725531208,"https://petitions.whitehouse.gov/petition/promote-dystonia-awareness-recognizing-dystonia-awareness-month-september/2S9jBCVz",2014-09-01T13:57:35.000Z,2014-10-09T13:57:35.000Z,,false,true
"implore the world's people concerned about China Wang Yan x","53f6d626adfd953a6f000005",163,99837,0.1632661237817643,"https://petitions.whitehouse.gov/petition/implore-worlds-people-concerned-about-china-wang-yan-恳求全世界的人民关注中国王焰/Mb0lwrld",2014-08-22T05:35:37.000Z,2014-09-21T05:35:37.000Z,,false,true
"Do everything possible to free American reporter Steven Sotloff from ISIS in Syria and save his life.","53f3cb4eadfd957572000002",11566,88434,13.07868014564534,"https://petitions.whitehouse.gov/petition/do-everything-possible-free-american-reporter-steven-sotloff-isis-syria-and-save-his-life/YvKDwNKp",2014-08-19T22:14:55.000Z,2014-09-18T22:14:55.000Z,,false,true
"SAVE THE WOMEN AND CHILDREN OF AMIRLI FROM THE MASSACRE BY ISLAMIC STATE","53f31dc4adfd95193b000001",1614,98386,1.640477303681418,"https://petitions.whitehouse.gov/petition/save-women-and-children-amirli-massacre-islamic-state/XN5flXH0",2014-08-19T09:56:32.000Z,2014-09-18T09:56:32.000Z,,false,true
"Fulfill the Ukrainian government's request for military assistance","53f201b72bcfa39878000002",9076,90924,9.981962958074876,"https://petitions.whitehouse.gov/petition/fulfill-ukrainian-governments-request-military-assistance/2p7t3d4W",2014-08-18T13:59:30.000Z,2014-09-17T13:59:30.000Z,,false,true
"Include pets as part of a military family's PCS move! Pets are family!","53ef5b1aee140fa43d000000",159,99841,0.1592532126080468,"https://petitions.whitehouse.gov/petition/include-pets-part-military-familys-pcs-move-pets-are-family/8z2yv9BS",2014-08-16T13:36:00.000Z,2014-09-15T13:36:00.000Z,,false,true
"Remove program 1033, which gives unused military equipment to police departments across the United States","53ecff906ce61cfb2e000004",2143,97857,2.18993020427767,"https://petitions.whitehouse.gov/petition/remove-program-1033-which-gives-unused-military-equipment-police-departments-across-united-states/FKffCPs3",2014-08-14T18:31:11.000Z,2014-09-13T18:31:11.000Z,,false,true
"Mike Brown Law. Requires all state, county, and local police to wear a camera.","53eaef01adfd95d104000002",154747,0,100,"https://petitions.whitehouse.gov/petition/mike-brown-law-requires-all-state-county-and-local-police-wear-camera/8tlS5czf",2014-08-13T05:01:10.000Z,2014-09-12T05:01:10.000Z,,false,true
"Save the last 1,500 Mandaeans in Iraq with P2 status and bring these ancient pacifists to the United States immediately!","53e954bd2bcfa36007000000",346,99654,0.3472013165552812,"https://petitions.whitehouse.gov/petition/save-last-1500-mandaeans-iraq-p2-status-and-bring-these-ancient-pacifists-united-states-immediately/NMJSF1dp",2014-08-12T00:04:12.000Z,2014-09-11T00:04:12.000Z,,false,true
"issue a statement on the killings of Mike Brown, John Crawford, and Jeremy Lake; and demand congressional action.","53e818cfeab72a8a69000000",3726,96274,3.870203793339842,"https://petitions.whitehouse.gov/petition/issue-statement-killings-mike-brown-john-crawford-and-jeremy-lake-and-demand-congressional-action/6kbxSPJd",2014-08-11T01:22:44.000Z,2014-09-10T01:22:44.000Z,,false,true
"Allocate funds to Oakland Chinatown located in Alameda County, California for the purpose of graffiti removal.","53e722e02bcfa36960000000",528,99472,0.5308026379282612,"https://petitions.whitehouse.gov/petition/allocate-funds-oakland-chinatown-located-alameda-county-california-purpose-graffiti-removal/3fXng0hX",2014-08-10T08:03:47.000Z,2014-09-09T08:03:47.000Z,,false,true
"Release experimental drug, Zmapp to Africa!","53e4831a2bcfa32123000001",2011,97989,2.052271173294962,"https://petitions.whitehouse.gov/petition/release-experimental-drug-zmapp-africa/9bYrqL09",2014-08-08T08:05:25.000Z,2014-09-07T08:05:25.000Z,,false,true
"immediately explore airlifting essentials such as water to dozens of thousands of Yezidis stranded in Iraq.","53e2795aeab72a6113000000",706,99294,0.7110197997864927,"https://petitions.whitehouse.gov/petition/immediately-explore-airlifting-essentials-such-water-dozens-thousands-yezidis-stranded-iraq/XqqkTz9c",2014-08-06T18:54:54.000Z,2014-09-05T18:54:54.000Z,,false,true
"Encourage states to change our First-Past-the-Post Voting System to a Preferential Voting System.","53e01235adfd95c22b000001",288,99712,0.2888318356867779,"https://petitions.whitehouse.gov/petition/encourage-states-change-our-first-past-post-voting-system-preferential-voting-system/SvNptTYD",2014-08-04T23:09:27.000Z,2014-09-03T23:09:27.000Z,,false,true
"Support the Independence of Cabinda","53de42cbadfd95f049000002",161,99839,0.1612596280010817,"https://petitions.whitehouse.gov/petition/support-independence-cabinda/S53VxySC",2014-08-03T14:11:29.000Z,2014-09-02T14:11:29.000Z,,false,true
"STOP WHITE GENOCIDE, by halting MASSIVE third world immigration and FORCED assimilation in White countries","53dad4456ce61cc81c000002",239,99761,0.2395725784625254,"https://petitions.whitehouse.gov/petition/stop-white-genocide-halting-massive-third-world-immigration-and-forced-assimilation-white-countries/VTwS6SSf",2014-07-31T23:47:20.000Z,2014-08-30T23:47:20.000Z,,false,true
"Defund the United Nations Relief and Works Agency (UNRWA)","53d98874ee140f871b000000",383,99617,0.3844725297890922,"https://petitions.whitehouse.gov/petition/defund-united-nations-relief-and-works-agency-unrwa/WV19xdpR",2014-07-31T00:12:54.000Z,2014-08-30T00:12:54.000Z,,false,true
"Support a Spinal Cord Regeneration Initiative Project","53d6375d00e579855d000000",1688,98312,1.716982667426153,"https://petitions.whitehouse.gov/petition/support-spinal-cord-regeneration-initiative-project/RH7HkzY1",2014-07-28T11:59:05.000Z,2014-08-27T11:59:05.000Z,,false,true
"Please Help the Homeless secure their basic human rights in Hong Kong","53d148f32bcfa37d61000000",244,99756,0.2445968162316051,"https://petitions.whitehouse.gov/petition/please-help-homeless-secure-their-basic-human-rights-hong-kong/ZYcBxHcP",2014-07-24T18:21:42.000Z,2014-08-23T18:21:42.000Z,,false,true
"Tax Churches","53cf6ee6704301977d000002",6221,93779,6.633681314580023,"https://petitions.whitehouse.gov/petition/tax-churches/0Kw8LKfX",2014-07-23T08:38:57.000Z,2014-08-22T08:38:57.000Z,,false,true
"CANCEL White House Invitation To PM Modi-Organizer of 2002 Massacre of MUSLIMS. Ban BJP For 1984 Attack On Golden Temple","53cd7d486ce61c413a000001",15304,84696,18.06933031075848,"https://petitions.whitehouse.gov/petition/cancel-white-house-invitation-pm-modi-organizer-2002-massacre-muslims-ban-bjp-1984-attack-golden/8fdsZrWf",2014-07-21T22:17:23.000Z,2014-08-20T22:17:23.000Z,,false,true
"Repeal xThe Hughes Amendmentx as part of the Firearm Owners Protection Act","53cc8e1ceab72a5e7d000000",309,99691,0.309957769507779,"https://petitions.whitehouse.gov/petition/repeal-“-hughes-amendment”-part-firearm-owners-protection-act/Lq986SrT",2014-07-21T03:55:02.000Z,2014-08-20T03:55:02.000Z,,false,true
"To implement to law enforcement officers in the handling of a unfamilar canine with out using lethel force.","53c9055d6889388a29000000",612,99388,0.6157685032398277,"https://petitions.whitehouse.gov/petition/implement-law-enforcement-officers-handling-unfamilar-canine-out-using-lethel-force/QKhbLMd3",2014-07-18T16:35:06.000Z,2014-08-17T16:35:06.000Z,,false,true
"pass a national law for civilian to act first to save children, elderly and animals from vehicles then call authorities.","53c7ef28704301f302000001",1260,98740,1.276078590236986,"https://petitions.whitehouse.gov/petition/pass-national-law-civilian-act-first-save-children-elderly-and-animals-vehicles-then-call/jwffTHrC",2014-07-17T15:55:47.000Z,2014-08-16T15:55:47.000Z,,false,true
"impose relatively quick and effective sanctions on Russia, the sponsor of terrorismus","53c58ba000e5793b52000000",360,99640,0.3613006824568446,"https://petitions.whitehouse.gov/petition/impose-relatively-quick-and-effective-sanctions-russia-sponsor-terrorismus/tByL3qcQ",2014-07-15T20:27:14.000Z,2014-08-14T20:27:14.000Z,,false,true
"impose the Office of Personnel Management to develop an occupational series for Licensed Professional Counselors.","53c3463eee140fe51c000000",1490,98510,1.512536798294589,"https://petitions.whitehouse.gov/petition/impose-office-personnel-management-develop-occupational-series-licensed-professional-counselors/7Ct2CkTT",2014-07-14T03:09:50.000Z,2014-08-13T03:09:50.000Z,,false,true
"Pass into law HR 411: The Fort McClellan Toxic Exposure Health Registry. We who are the sick and dying NEED YOUR HELP!","53c13d1c6ce61c433c000001",1282,98718,1.298648676026662,"https://petitions.whitehouse.gov/petition/pass-law-hr-411-fort-mcclellan-toxic-exposure-health-registry-we-who-are-sick-and-dying-need-your/Qj3yQmHg",2014-07-12T14:03:44.000Z,2014-08-11T14:03:44.000Z,,false,true
"Pardon the Mackenzie family","53c003b8adfd954c7a000001",794,99206,0.8003548172489567,"https://petitions.whitehouse.gov/petition/pardon-mackenzie-family/6qB8Twxd",2014-07-11T15:52:52.000Z,2014-08-10T15:52:52.000Z,,false,true
